,ReadId,TileName,TileLength,TilePosition,AlignmentLength,Start,Stop,AlignmentScore,Distance,Suspicious
256645,321,Flexiblemedian,54,2,60,556,616,70,-484,1
256646,321,EL188-CBD,351,3,364,132,496,647,-37,0
256647,321,BcepC6Bgp22,507,4,553,459,1012,1029,0,0
256676,329,Cathelicidin,102,1,104,95,199,383,582,1
256677,329,Flexiblemedian,54,2,40,781,821,93,-619,1
256678,329,201j2-1gp229-CBD,267,3,280,202,482,1102,-10,0
256679,329,PsP3gp10,507,4,473,472,945,1714,0,0
256712,338,Sarcotoxin,129,1,125,700,825,124,-705,1
256713,338,Flexiblemedian,54,2,55,120,175,227,-8,0
256714,338,EL188-CBD,351,3,371,167,538,1157,-30,0
256715,338,Vpept,438,4,475,508,983,738,0,0
256780,355,SMAP29,99,1,112,580,692,149,-574,1
256781,355,Flexiblemedian,54,2,64,118,182,138,-6,0
256782,355,KZ144-CBD,258,3,261,176,437,1049,-12,0
256783,355,BcepC6Bgp22,507,4,500,425,925,1509,0,0
256812,363,SMAP29,99,1,110,598,708,112,-547,1
256813,363,Flexiblemedian,54,2,50,161,211,126,-10,0
256814,363,KZ144-CBD,258,3,266,201,467,572,-16,0
256815,363,BcepC6Bgp22,507,4,465,451,916,1185,0,0
256844,371,Nigrocine,74,1,74,67,141,246,736,1
256845,371,Flexiblemedian,54,2,63,877,940,77,-704,1
256846,371,PVP-SE1gp146-CBD,267,3,295,236,531,506,-30,0
256847,371,BcepC6Bgp22,507,4,488,501,989,1870,0,0
256848,372,Sarcotoxin,129,1,138,37,175,115,-121,1
256849,372,Flexiblemedian,54,2,62,54,116,92,-7,0
256850,372,PVP-SE1gp146-CBD,267,3,294,109,403,518,-19,0
256851,372,KMVgp36C,498,4,549,384,933,1163,0,0
256860,375,NRC-16,69,1,69,74,143,239,388,1
256861,375,Flexiblemedian,54,2,56,531,587,80,-435,1
256862,375,201j2-1gp229-CBD,267,3,279,152,431,1016,-17,0
256863,375,BcepC6Bgp22,507,4,525,414,939,1906,0,0
256888,382,LL-37,123,1,122,342,464,112,-356,1
256889,382,Flexiblemedian,54,2,53,108,161,104,-7,0
256890,382,PVP-SE1gp146-CBD,267,3,279,154,433,439,-33,0
256891,382,LysAci7,591,4,572,400,972,404,0,0
256896,384,LL-37,123,1,125,759,884,146,-60,1
256897,384,Flexibleshort,30,2,30,824,854,43,-611,1
256898,384,K11gp3.5,465,3,525,243,768,232,-736,1
256899,384,PVP-SE1gp146-EAD,561,4,615,32,647,319,0,0
256912,388,Sarcotoxin,129,1,133,112,245,426,636,1
256913,388,Flexiblemedian,54,2,56,881,937,98,-644,1
256914,388,KZ144-CBD,258,3,256,293,549,786,5,0
256915,388,BcepC6Bgp22,507,4,485,554,1039,748,0,0
256916,389,Sarcotoxin,129,1,115,420,535,128,-493,1
256917,389,Flexiblemedian,54,2,60,42,102,173,-6,0
256918,389,OBPgp279-CBD,396,3,419,96,515,1272,0,0
256919,389,LUZ24gp67,405,4,413,515,928,1277,0,0
256940,395,PAM2,78,1,75,597,672,105,-546,1
256941,395,Flexibleshort,30,2,29,126,155,96,1,0
256942,395,PVP-SE1gp146-CBD,267,3,304,156,460,511,1,0
256943,395,KMVgp36C,498,4,497,461,958,1123,0,0
256968,402,CecropinAA,120,1,104,580,684,128,-639,1
256969,402,Flexiblemedian,54,2,32,45,77,94,32,0
256970,402,KZ144-CBD,258,3,268,109,377,672,13,0
256971,402,LysAci7,591,4,622,390,1012,890,0,0
256980,405,Fowlicidin-2,105,1,109,96,205,376,-100,1
256981,405,Flexiblemedian,54,2,25,105,130,54,71,1
256982,405,OBPgp279-CBD,396,3,401,201,602,1584,-26,0
256983,405,KZ144-EAD,543,4,572,576,1148,2259,0,0
257000,410,TP4,87,1,97,635,732,131,-206,1
257001,410,Flexiblemedian,54,2,61,526,587,87,-513,1
257002,410,EL188-CBD,351,3,362,74,436,1132,-35,0
257003,410,BcepC6Bgp22,507,4,530,401,931,1828,0,0
257004,411,3IQ2,81,1,92,126,218,108,-63,1
257005,411,Flexiblemedian,54,2,55,155,210,62,-12,0
257006,411,K11gp3.5,465,3,488,198,686,1120,-494,1
257007,411,CR8gp3.5,465,4,496,192,688,429,0,0
257008,412,E7K_I9K,51,1,47,87,134,191,72,1
257009,412,Flexiblemedian,54,2,56,206,262,196,41,0
257010,412,PVP-SE1gp146-CBD,267,3,286,303,589,955,-18,0
257011,412,201j2-1gp229-EAD,540,4,574,571,1145,1989,0,0
257044,421,Sushi,114,1,97,334,431,118,-377,1
257045,421,Flexiblemedian,54,2,58,54,112,198,-8,0
257046,421,PVP-SE1gp146-CBD,267,3,281,104,385,1083,-12,0
257047,421,Vpept,438,4,469,373,842,922,0,0
257076,429,Sushi,114,1,117,105,222,439,378,1
257077,429,Flexiblemedian,54,2,51,600,651,95,-417,1
257078,429,201j2-1gp229-CBD,267,3,274,234,508,1016,-25,0
257079,429,BcepC6Bgp22,507,4,516,483,999,1535,0,0
257084,431,CecropinAA,120,1,130,575,705,132,-590,1
257085,431,Flexiblemedian,54,2,57,115,172,188,-10,0
257086,431,EL188-CBD,351,3,364,162,526,1210,-22,0
257087,431,Vpept,438,4,428,504,932,753,0,0
257092,433,Sarcotoxin,129,1,93,121,214,123,-108,1
257093,433,Flexibleshort,30,2,30,106,136,106,-7,0
257094,433,KZ144-CBD,258,3,269,129,398,565,-45,0
257095,433,LysAci7,591,4,557,353,910,769,0,0
257120,440,LL-37,123,1,101,275,376,115,-271,1
257121,440,Flexiblemedian,54,2,56,105,161,196,-8,0
257122,440,KZ144-CBD,258,3,268,153,421,898,-23,0
257123,440,BcepC6Bgp22,507,4,519,398,917,1942,0,0
257168,452,3IQ2,81,1,73,412,485,121,-381,1
257169,452,Flexibleshort,30,2,31,104,135,57,3,0
257170,452,201j2-1gp229-CBD,267,3,264,138,402,421,7,0
257171,452,PsP3gp10,507,4,544,409,953,764,0,0
257196,459,Nigrocine,74,1,68,47,115,226,102,1
257197,459,Flexibleshort,30,2,24,217,241,54,-107,1
257198,459,201j2-1gp229-CBD,267,3,276,134,410,619,-25,0
257199,459,LysEC8,507,4,506,385,891,1346,0,0
257256,474,Sushi,114,1,128,646,774,124,-595,1
257257,474,Flexiblemedian,54,2,51,179,230,126,-1,0
257258,474,201j2-1gp229-CBD,267,3,290,229,519,463,-14,0
257259,474,Phage2b.1bg019,573,4,576,505,1081,1070,0,0
257264,476,Pleurocidin,87,1,70,550,620,103,-269,1
257265,476,Flexibleshort,30,2,9,351,360,36,-194,1
257266,476,PVP-SE1gp146-CBD,267,3,269,166,435,376,-35,0
257267,476,Phage003,423,4,445,400,845,673,0,0
257276,479,Pleurocidin,87,1,96,950,1046,143,-855,1
257277,479,Flexiblemedian,54,2,54,191,245,116,13,0
257278,479,OBPgp279-CBD,396,3,415,258,673,566,-47,0
257279,479,BcepC6Bgp22,507,4,541,626,1167,919,0,0
257280,480,CecropinAD,132,1,140,415,555,131,-413,1
257281,480,Flexiblemedian,54,2,51,142,193,101,-4,0
257282,480,PVP-SE1gp146-CBD,267,3,276,189,465,942,-31,0
257283,480,Vpept,438,4,434,434,868,545,0,0
257284,481,SMAP29,99,1,105,700,805,121,-272,1
257285,481,Flexiblemedian,54,2,55,533,588,102,-202,1
257286,481,K11gp3.5,465,3,504,386,890,241,-473,1
257287,481,BcepC6Bgp22,507,4,566,417,983,709,0,0
257308,487,E7K_I9K,51,1,47,96,143,178,70,1
257309,487,Flexiblemedian,54,2,53,213,266,234,-9,0
257310,487,KZ144-CBD,258,3,258,257,515,1087,-18,0
257311,487,LUZ24gp67,405,4,408,497,905,1446,0,0
257320,490,LL-37,123,1,119,795,914,124,-647,1
257321,490,Flexibleshort,30,2,19,267,286,59,-83,1
257322,490,PVP-SE1gp146-CBD,267,3,295,203,498,293,-45,0
257323,490,CR8gp3.5,465,4,519,453,972,696,0,0
257336,494,LL-37,123,1,139,1006,1145,102,-500,1
257337,494,Flexibleshort,30,2,22,645,667,44,-581,1
257338,494,OBPgp279-CBD,396,3,346,86,432,184,-28,0
257339,494,KZ144-EAD,543,4,611,404,1015,260,0,0
257344,496,Piscidin119K,78,1,72,482,554,121,-308,1
257345,496,Flexibleshort,30,2,15,246,261,40,367,1
257346,496,201j2-1gp229-CBD,267,3,291,628,919,504,-589,1
257347,496,OBPgp276,540,4,567,330,897,269,0,0
257360,500,Dermaseptin,93,1,99,85,184,270,222,1
257361,500,Flexiblemedian,54,2,51,406,457,90,-274,1
257362,500,PVP-SE1gp146-CBD,267,3,262,183,445,263,-17,0
257363,500,BcepC6Bgp22,507,4,542,428,970,768,0,0
257376,3,Piscidin,78,1,78,86,164,288,80,1
257377,3,Flexibleshort,30,2,26,244,270,50,-81,1
257378,3,PVP-SE1gp146-CBD,267,3,291,189,480,751,-7,0
257379,3,CR8gp3.5,465,4,513,473,986,1103,0,0
257492,32,LL-37,123,1,127,572,699,127,-128,1
257493,32,Flexiblemedian,54,2,56,571,627,84,-426,1
257494,32,PVP-SE1gp146-CBD,267,3,271,201,472,317,-18,0
257495,32,P2gp09,510,4,481,454,935,1281,0,0
257508,36,Sarcotoxin,129,1,128,678,806,103,-678,1
257509,36,Flexibleshort,30,2,30,128,158,74,-3,0
257510,36,KZ144-CBD,258,3,279,155,434,638,-20,0
257511,36,LysEC8,507,4,505,414,919,731,0,0
257540,44,Sarcotoxin,129,1,128,701,829,130,-730,1
257541,44,Flexiblemedian,54,2,47,99,146,52,10,0
257542,44,PVP-SE1gp146-CBD,267,3,288,156,444,663,-131,1
257543,44,PVP-SE1gp146-EAD,561,4,555,313,868,481,0,0
257584,55,Sushi,114,1,118,323,441,105,56,1
257585,55,Flexiblemedian,54,2,33,497,530,50,-413,1
257586,55,K11gp3.5,465,3,488,117,605,209,-448,1
257587,55,Vpept,438,4,394,157,551,250,0,0
257616,63,SMAP29,99,1,99,269,368,260,-80,1
257617,63,Flexiblemedian,54,2,22,288,310,61,73,1
257618,63,KZ144-CBD,258,3,277,383,660,344,-35,0
257619,63,LUZ24gp67,405,4,387,625,1012,534,0,0
257648,71,CecropinAA,120,1,103,557,660,138,-88,1
257649,71,Flexiblemedian,54,2,43,572,615,76,-435,1
257650,71,KZ144-CBD,258,3,290,180,470,508,-26,0
257651,71,BcepC6Bgp16,423,4,457,444,901,874,0,0
257668,76,Sarcotoxin,129,1,133,242,375,120,113,1
257669,76,Flexiblemedian,54,2,57,488,545,178,-6,0
257670,76,KZ144-CBD,258,3,266,539,805,1039,-15,0
257671,76,201j2-1gp229-EAD,540,4,152,790,942,659,0,0
257760,99,Sarcotoxin,129,1,125,870,995,133,-824,1
257761,99,Flexiblemedian,54,2,53,171,224,150,6,0
257762,99,EL188-CBD,351,3,382,230,612,950,-17,0
257763,99,BcepC6Bgp22,507,4,546,595,1141,1144,0,0
257772,102,LL-37,123,1,93,239,332,104,642,1
257773,102,Flexibleshort,30,2,18,974,992,45,-783,1
257774,102,KZ144-CBD,258,3,307,209,516,258,-25,0
257775,102,OBPgp276,540,4,608,491,1099,757,0,0
257776,103,Pleurocidin,87,1,92,395,487,122,-350,1
257777,103,Flexibleshort,30,2,30,137,167,83,-7,0
257778,103,201j2-1gp229-CBD,267,3,280,160,440,981,-26,0
257779,103,Vpept,438,4,424,414,838,870,0,0
257788,106,IR2,54,1,56,56,112,165,379,1
257789,106,Flexiblemedian,54,2,37,491,528,60,-368,1
257790,106,KZ144-CBD,258,3,268,160,428,460,-28,0
257791,106,KMVgp36C,498,4,522,400,922,809,0,0
257816,113,CecropinAD,132,1,109,852,961,141,-882,1
257817,113,Flexiblemedian,54,2,44,79,123,140,4,0
257818,113,OBPgp279-CBD,396,3,406,127,533,1177,-44,0
257819,113,BcepC6Bgp22,507,4,530,489,1019,1461,0,0
257832,117,Ascaphine,84,1,100,905,1005,205,-877,1
257833,117,Flexiblemedian,54,2,57,128,185,81,-47,0
257834,117,EL188-CBD,351,3,378,138,516,203,-466,1
257835,117,BcepC6Bgp22,507,4,496,50,546,297,0,0
257864,125,CecropinAA,120,1,119,339,458,118,-143,1
257865,125,Flexiblemedian,54,2,35,315,350,95,-7,0
257866,125,KZ144-CBD,258,3,296,343,639,310,-20,0
257867,125,XccBg35,579,4,593,619,1212,954,0,0
257896,133,Sarcotoxin,129,1,100,907,1007,121,-847,1
257897,133,Flexibleshort,30,2,16,160,176,44,3,0
257898,133,201j2-1gp229-CBD,267,3,303,179,482,518,-18,0
257899,133,LysEC8,507,4,585,464,1049,1003,0,0
257912,137,Ci-MAM-A24,84,1,97,742,839,114,-737,1
257913,137,Flexiblemedian,54,2,56,102,158,129,-29,0
257914,137,201j2-1gp229-CBD,267,3,278,129,407,332,-34,0
257915,137,P2gp09,510,4,509,373,882,1712,0,0
257928,141,Pleurocidin,87,1,76,64,140,133,646,1
257929,141,Flexibleshort,30,2,12,786,798,42,-649,1
257930,141,KZ144-CBD,258,3,285,149,434,381,-110,1
257931,141,LysAci7,591,4,617,324,941,361,0,0
257932,142,CecropinAD,132,1,149,544,693,111,-493,1
257933,142,Flexiblemedian,54,2,59,200,259,117,5,0
257934,142,OBPgp279-CBD,396,3,454,264,718,831,-504,1
257935,142,LysAci7,591,4,574,214,788,303,0,0
257968,151,CecropinAA,120,1,125,780,905,138,-773,1
257969,151,Flexiblemedian,54,2,56,132,188,182,-6,0
257970,151,EL188-CBD,351,3,360,182,542,1286,-23,0
257971,151,201j2-1gp229-EAD,540,4,540,519,1059,2029,0,0
257972,152,Dermaseptin,93,1,100,874,974,114,-365,1
257973,152,Flexiblemedian,54,2,35,609,644,54,-520,1
257974,152,PVP-SE1gp146-CBD,267,3,266,124,390,464,-29,0
257975,152,OBPgp279-EAD,615,4,662,361,1023,885,0,0
257996,158,CecropinAD,132,1,144,821,965,122,-858,1
257997,158,Flexiblemedian,54,2,46,107,153,65,17,0
257998,158,KZ144-CBD,258,3,276,170,446,437,-33,0
257999,158,LysEC8,507,4,553,413,966,882,0,0
258012,162,Sushi,114,1,112,564,676,126,-330,1
258013,162,Flexibleshort,30,2,24,346,370,71,53,1
258014,162,K11gp3.5,465,3,503,423,926,238,-450,1
258015,162,BcepC6Bgp22,507,4,540,476,1016,302,0,0
258040,169,CecropinAD,132,1,130,715,845,139,-776,1
258041,169,Flexiblemedian,54,2,55,69,124,240,-8,0
258042,169,PVP-SE1gp146-CBD,267,3,284,116,400,723,-26,0
258043,169,BcepC6Bgp22,507,4,532,374,906,1126,0,0
258048,171,Ascaphine,84,1,78,123,201,311,603,1
258049,171,Flexiblemedian,54,2,60,804,864,79,-644,1
258050,171,KZ144-CBD,258,3,267,220,487,1063,-10,0
258051,171,BcepC6Bgp22,507,4,463,477,940,1606,0,0
258068,176,CecropinAD,132,1,123,89,212,149,673,1
258069,176,Flexiblemedian,54,2,57,885,942,86,-764,1
258070,176,PVP-SE1gp146-CBD,267,3,275,178,453,771,-23,0
258071,176,PsP3gp10,507,4,526,430,956,1387,0,0
258092,182,Fowlicidin-2,105,1,113,85,198,140,261,1
258093,182,Flexibleshort,30,2,18,459,477,41,-279,1
258094,182,OBPgp279-CBD,396,3,434,198,632,754,-587,1
258095,182,LysAci7,591,4,626,45,671,290,0,0
258228,216,CecropinAD,132,1,151,385,536,111,-300,1
258229,216,Flexibleshort,30,2,31,236,267,58,-28,0
258230,216,K11gp3.5,465,3,398,239,637,200,-485,1
258231,216,LysEC8,507,4,521,152,673,244,0,0
258236,218,CecropinAA,120,1,121,388,509,119,-332,1
258237,218,Flexiblemedian,54,2,59,177,236,123,-23,0
258238,218,PVP-SE1gp146-CBD,267,3,269,213,482,635,1,0
258239,218,KZgp181,501,4,489,483,972,1871,0,0
258264,225,SMAP29,99,1,94,574,668,142,111,1
258265,225,Flexibleshort,30,2,22,779,801,61,-679,1
258266,225,201j2-1gp229-CBD,267,3,285,122,407,719,-24,0
258267,225,P2gp09,510,4,516,383,899,1624,0,0
258268,226,CecropinAA,120,1,120,839,959,114,-283,1
258269,226,Flexiblemedian,54,2,59,676,735,79,-516,1
258270,226,K11gp3.5,465,3,524,219,743,253,-492,1
258271,226,LysAci7,591,4,660,251,911,319,0,0
258296,233,FR2,54,1,53,93,146,243,873,1
258297,233,Flexibleshort,30,2,30,1019,1049,52,-889,1
258298,233,EL188-CBD,351,3,358,160,518,1262,-35,0
258299,233,LysAci7,591,4,610,483,1093,1175,0,0
258344,245,NRC-13,81,1,84,806,890,319,-267,1
258345,245,Flexiblemedian,54,2,61,623,684,56,-298,1
258346,245,K11gp3.5,465,3,496,386,882,234,-769,1
258347,245,PsP3gp10,507,4,487,113,600,275,0,0
258376,253,Protegrin,66,1,68,55,123,199,57,1
258377,253,Flexiblemedian,54,2,58,180,238,152,4,0
258378,253,PVP-SE1gp146-CBD,267,3,274,242,516,872,-27,0
258379,253,LysEC8,507,4,528,489,1017,1594,0,0
258388,256,LL-37,123,1,128,702,830,119,-443,1
258389,256,Flexiblemedian,54,2,55,387,442,70,-299,1
258390,256,201j2-1gp229-CBD,267,3,263,143,406,508,-35,0
258391,256,201j2-1gp229-EAD,540,4,598,371,969,698,0,0
258424,265,PAM2,78,1,87,89,176,276,82,1
258425,265,Flexiblemedian,54,2,55,258,313,209,4,0
258426,265,K11gp3.5,465,3,465,317,782,1577,-454,1
258427,265,CR8gp3.5,465,4,461,328,789,695,0,0
258440,269,Sarcotoxin,129,1,142,523,665,124,-166,1
258441,269,Flexibleshort,30,2,32,499,531,76,-247,1
258442,269,K11gp3.5,465,3,391,284,675,202,-134,1
258443,269,Vpept,438,4,440,541,981,263,0,0
258532,292,CecropinAD,132,1,105,683,788,139,-700,1
258533,292,Flexiblemedian,54,2,38,88,126,137,-6,0
258534,292,OBPgp279-CBD,396,3,413,120,533,1587,-24,0
258535,292,BcepC6Bgp22,507,4,517,509,1026,1882,0,0
258544,295,Sarcotoxin,129,1,140,533,673,119,-88,1
258545,295,Flexibleshort,30,2,24,585,609,62,-512,1
258546,295,KZ144-CBD,258,3,268,97,365,946,-12,0
258547,295,LysAci7,591,4,611,353,964,1413,0,0
258688,331,Pleurocidin,87,1,82,374,456,109,-376,1
258689,331,Flexibleshort,30,2,33,80,113,63,-7,0
258690,331,KZ144-CBD,258,3,275,106,381,538,-31,0
258691,331,Phage2b.1bg019,573,4,620,350,970,1097,0,0
258700,334,Dermaseptin,93,1,94,77,171,122,629,1
258701,334,Flexiblemedian,54,2,50,800,850,95,-671,1
258702,334,KZ144-CBD,258,3,264,179,443,1046,-14,0
258703,334,KZgp181,501,4,508,429,937,1557,0,0
258704,335,SMAP29,99,1,110,53,163,350,492,1
258705,335,Flexiblemedian,54,2,59,655,714,91,-532,1
258706,335,201j2-1gp229-CBD,267,3,270,182,452,865,-11,0
258707,335,XccBg35,579,4,623,441,1064,1854,0,0
258732,342,Sushi,114,1,118,298,416,123,-270,1
258733,342,Flexiblemedian,54,2,55,146,201,97,69,1
258734,342,PVP-SE1gp146-CBD,267,3,293,270,563,408,-44,0
258735,342,BcepC6Bgp16,423,4,464,519,983,711,0,0
258752,347,Magainin,81,1,81,47,128,277,150,1
258753,347,Flexibleshort,30,2,32,278,310,53,53,1
258754,347,KZ144-CBD,258,3,263,363,626,202,-252,1
258755,347,LysAci7,591,4,572,374,946,363,0,0
258756,348,NRC-16,69,1,60,79,139,119,687,1
258757,348,Flexiblemedian,54,2,55,826,881,93,-698,1
258758,348,201j2-1gp229-CBD,267,3,282,183,465,736,-33,0
258759,348,BcepC6Bgp22,507,4,562,432,994,851,0,0
258788,356,Sushi,114,1,132,958,1090,230,-483,1
258789,356,Flexibleshort,30,2,28,607,635,56,-20,0
258790,356,K11gp3.5,465,3,451,615,1066,204,-582,1
258791,356,Phage2b.1bg019,573,4,620,484,1104,297,0,0
258808,361,CecropinAD,132,1,120,787,907,100,-353,1
258809,361,Flexibleshort,30,2,22,554,576,39,-383,1
258810,361,KZ144-CBD,258,3,259,193,452,314,-16,0
258811,361,KMVgp36C,498,4,540,436,976,589,0,0
258840,369,Nigrocine,74,1,54,1120,1174,134,-444,1
258841,369,Flexiblemedian,54,2,29,730,759,60,-292,1
258842,369,K11gp3.5,465,3,502,467,969,238,-962,1
258843,369,PVP-SE1gp146-EAD,561,4,611,7,618,294,0,0
258900,384,E7K_I9K,51,1,46,55,101,119,438,1
258901,384,Flexiblemedian,54,2,48,539,587,88,-412,1
258902,384,EL188-CBD,351,3,381,175,556,535,-467,1
258903,384,PVP-SE1gp146-EAD,561,4,548,89,637,274,0,0
258908,386,Cathelicidin,102,1,62,112,174,115,484,1
258909,386,Flexiblemedian,54,2,27,658,685,82,-479,1
258910,386,EL188-CBD,351,3,378,206,584,505,-46,0
258911,386,KMVgp36C,498,4,522,538,1060,741,0,0
258936,393,Melittin,90,1,80,58,138,131,622,1
258937,393,Flexibleshort,30,2,7,760,767,35,-594,1
258938,393,KZ144-CBD,258,3,286,173,459,517,-2,0
258939,393,CR8gp3.5,465,4,488,457,945,785,0,0
259040,419,Indolicidin,51,1,54,75,129,208,627,1
259041,419,Flexiblemedian,54,2,60,756,816,101,-650,1
259042,419,201j2-1gp229-CBD,267,3,281,166,447,981,-21,0
259043,419,BcepC6Bgp22,507,4,533,426,959,1817,0,0
259088,431,CecropinAD,132,1,100,572,672,123,-566,1
259089,431,Flexiblemedian,54,2,61,106,167,191,-6,0
259090,431,201j2-1gp229-CBD,267,3,285,161,446,695,-28,0
259091,431,BcepC6Bgp22,507,4,472,418,890,1248,0,0
259104,435,Ascaphine,84,1,84,91,175,181,-167,1
259105,435,Flexiblemedian,54,2,33,8,41,49,181,1
259106,435,201j2-1gp229-CBD,267,3,262,222,484,564,3,0
259107,435,Phage003,423,4,469,487,956,696,0,0
259168,451,LL-37,123,1,127,583,710,103,-579,1
259169,451,Flexibleshort,30,2,30,131,161,71,-15,0
259170,451,EL188-CBD,351,3,380,146,526,890,-28,0
259171,451,PVP-SE1gp146-EAD,561,4,619,498,1117,1547,0,0
259172,452,IR2,54,1,55,81,136,213,654,1
259173,452,Flexiblemedian,54,2,57,790,847,77,-695,1
259174,452,KZ144-CBD,258,3,263,152,415,1081,-13,0
259175,452,BcepC6Bgp22,507,4,523,402,925,2039,0,0
259176,453,LfcinB,57,1,61,82,143,119,641,1
259177,453,Flexiblemedian,54,2,58,784,842,90,-652,1
259178,453,KZ144-CBD,258,3,263,190,453,834,-21,0
259179,453,BcepC6Bgp22,507,4,522,432,954,1369,0,0
259180,454,Melittin,90,1,90,86,176,198,92,1
259181,454,Flexiblemedian,54,2,56,268,324,117,-6,0
259182,454,KZ144-CBD,258,3,282,318,600,551,-33,0
259183,454,201j2-1gp229-EAD,540,4,585,567,1152,1248,0,0
259204,460,CecropinAD,132,1,145,567,712,282,-267,1
259205,460,Flexiblemedian,54,2,51,445,496,54,-392,1
259206,460,K11gp3.5,465,3,495,104,599,230,-542,1
259207,460,PVP-SE1gp146-EAD,561,4,599,57,656,270,0,0
259240,469,E7K_I9K_IsCT,51,1,37,68,105,141,80,1
259241,469,Flexiblemedian,54,2,48,185,233,204,4,0
259242,469,KZ144-CBD,258,3,262,237,499,1037,-15,0
259243,469,Vpept,438,4,449,484,933,1027,0,0
259316,488,LL-37,123,1,125,82,207,167,311,1
259317,488,Flexiblemedian,54,2,14,518,532,43,-319,1
259318,488,OBPgp279-CBD,396,3,397,213,610,1266,-31,0
259319,488,LysEC8,507,4,526,579,1105,1627,0,0
259336,493,Sarcotoxin,129,1,130,296,426,122,-107,1
259337,493,Flexibleshort,30,2,25,319,344,40,-126,1
259338,493,K11gp3.5,465,3,510,218,728,190,-510,1
259339,493,BcepC6Bgp16,423,4,484,218,702,260,0,0
259352,497,Sarcotoxin,129,1,130,78,208,119,153,1
259353,497,Flexiblemedian,54,2,38,361,399,62,286,1
259354,497,EL188-CBD,351,3,386,685,1071,469,-1028,1
259355,497,XccBg35,579,4,642,43,685,284,0,0
259448,20,Cecropin,105,1,92,211,303,104,-126,1
259449,20,Flexiblemedian,54,2,60,177,237,100,-8,0
259450,20,201j2-1gp229-CBD,267,3,312,229,541,681,-14,0
259451,20,LUZ24gp67,405,4,498,527,1025,886,0,0
259496,32,Cecropin,105,1,93,700,793,118,-146,1
259497,32,Flexiblemedian,54,2,43,647,690,45,-259,1
259498,32,K11gp3.5,465,3,502,431,933,219,-376,1
259499,32,201j2-1gp229-EAD,540,4,527,557,1084,265,0,0
259568,50,CecropinAD,132,1,114,617,731,118,-555,1
259569,50,Flexiblemedian,54,2,24,176,200,50,-128,1
259570,50,OBPgp279-CBD,396,3,403,72,475,881,-22,0
259571,50,KZ144-EAD,543,4,570,453,1023,900,0,0
259572,51,CecropinAA,120,1,128,604,732,110,-623,1
259573,51,Flexiblemedian,54,2,60,109,169,128,-8,0
259574,51,201j2-1gp229-CBD,267,3,252,161,413,650,29,0
259575,51,Vpept,438,4,446,442,888,651,0,0
259592,56,Chrysophsin,87,1,79,714,793,118,-384,1
259593,56,Flexiblemedian,54,2,53,409,462,203,-8,0
259594,56,KZ144-CBD,258,3,262,454,716,301,-38,0
259595,56,201j2-1gp229-EAD,540,4,598,678,1276,662,0,0
259608,60,Sarcotoxin,129,1,103,380,483,118,-345,1
259609,60,Flexiblemedian,54,2,51,138,189,180,0,0
259610,60,EL188-CBD,351,3,374,189,563,384,-18,0
259611,60,XccBg35,579,4,569,545,1114,557,0,0
259636,67,Fowlicidin-2,105,1,97,127,224,241,176,1
259637,67,Flexiblemedian,54,2,40,400,440,61,-156,1
259638,67,EL188-CBD,351,3,367,284,651,744,-56,1
259639,67,Vpept,438,4,458,595,1053,520,0,0
259648,70,Pleurocidin,87,1,84,90,174,128,597,1
259649,70,Flexiblemedian,54,2,57,771,828,81,-636,1
259650,70,201j2-1gp229-CBD,267,3,281,192,473,804,-26,0
259651,70,BcepC6Bgp22,507,4,548,447,995,1251,0,0
259652,71,SMAP29,99,1,96,55,151,136,629,1
259653,71,Flexiblemedian,54,2,60,780,840,70,-630,1
259654,71,201j2-1gp229-CBD,267,3,272,210,482,532,-24,0
259655,71,BcepC6Bgp22,507,4,541,458,999,1276,0,0
259656,72,E7K_I9K_IsCT,51,1,45,112,157,176,465,1
259657,72,Flexiblemedian,54,2,47,622,669,92,-455,1
259658,72,EL188-CBD,351,3,371,214,585,1218,-17,0
259659,72,BcepC6Bgp16,423,4,429,568,997,1423,0,0
259664,74,NRC-16,69,1,73,696,769,116,-580,1
259665,74,Flexiblemedian,54,2,48,189,237,102,-17,0
259666,74,PVP-SE1gp146-CBD,267,3,265,220,485,308,-33,0
259667,74,Vpept,438,4,477,452,929,443,0,0
259668,75,Chrysophsin,87,1,98,734,832,112,-715,1
259669,75,Flexiblemedian,54,2,55,117,172,160,-2,0
259670,75,KZ144-CBD,258,3,273,170,443,467,-18,0
259671,75,BcepC6Bgp22,507,4,557,425,982,951,0,0
259684,79,Pleurocidin,87,1,71,787,858,111,-621,1
259685,79,Flexiblemedian,54,2,59,237,296,91,-183,1
259686,79,201j2-1gp229-CBD,267,3,288,113,401,346,-38,0
259687,79,LysEC8,507,4,539,363,902,1078,0,0
259724,89,E7K_I9K,51,1,54,85,139,128,505,1
259725,89,Flexiblemedian,54,2,45,644,689,53,-501,1
259726,89,OBPgp279-CBD,396,3,428,188,616,1153,-26,0
259727,89,LUZ24gp67,405,4,436,590,1026,1285,0,0
259736,92,CEM1,48,1,41,36,77,121,649,1
259737,92,Flexibleshort,30,2,9,726,735,36,-603,1
259738,92,KZ144-CBD,258,3,293,132,425,406,-18,0
259739,92,CR8gp3.5,465,4,525,407,932,700,0,0
259744,94,Melittin,90,1,93,833,926,118,214,1
259745,94,Flexibleshort,30,2,27,1140,1167,63,-534,1
259746,94,K11gp3.5,465,3,344,633,977,224,-308,1
